
Récapitulatif de mes puissances atteintes en W

Date et heure de relève par le distributeur;Puissance atteinte (W);Nature de la donnée
11:00:00;76;Réelle
10:30:00;66;Réelle
10:00:00;70;Réelle
09:30:00;44;Réelle
09:00:00;76;Réelle
08:30:00;40;Réelle
08:00:00;64;Réelle
07:30:00;52;Réelle
07:00:00;84;Réelle
06:30:00;206;Réelle
06:00:00;94;Réelle
05:30:00;108;Réelle
05:00:00;76;Réelle
04:30:00;72;Réelle
04:00:00;44;Réelle
03:30:00;72;Réelle
03:00:00;54;Réelle
02:30:00;52;Réelle
02:00:00;72;Réelle
01:30:00;46;Réelle
01:00:00;78;Réelle
00:30:00;54;Réelle

12/06/2023;;
00:00:00;76;Réelle
23:30:00;90;Réelle
23:00:00;74;Réelle
22:30:00;102;Réelle
22:00:00;94;Réelle
21:30:00;192;Réelle
21:00:00;90;Réelle
20:30:00;54;Réelle
20:00:00;86;Réelle
19:30:00;78;Réelle
19:00:00;124;Réelle
18:30:00;100;Réelle
18:00:00;90;Réelle
17:30:00;108;Réelle
17:00:00;82;Réelle
16:30:00;116;Réelle
16:00:00;172;Réelle
15:30:00;120;Réelle
15:00:00;88;Réelle
14:30:00;124;Réelle
14:00:00;108;Réelle
13:30:00;464;Réelle
13:00:00;344;Réelle
12:30:00;70;Réelle
12:00:00;82;Réelle
11:30:00;90;Réelle
11:00:00;70;Réelle
10:30:00;104;Réelle
10:00:00;74;Réelle
09:30:00;84;Réelle
09:00:00;126;Réelle
08:30:00;158;Réelle
08:00:00;70;Réelle
07:30:00;70;Réelle
07:00:00;56;Réelle
06:30:00;58;Réelle
06:00:00;56;Réelle
05:30:00;66;Réelle
05:00:00;48;Réelle
04:30:00;76;Réelle
04:00:00;46;Réelle
03:30:00;78;Réelle
03:00:00;54;Réelle
02:30:00;66;Réelle
02:00:00;74;Réelle
01:30:00;52;Réelle
01:00:00;96;Réelle
00:30:00;62;Réelle

11/06/2023;;
00:00:00;98;Réelle
23:30:00;78;Réelle
23:00:00;114;Réelle
22:30:00;78;Réelle
22:00:00;82;Réelle
21:30:00;132;Réelle
21:00:00;180;Réelle
20:30:00;532;Réelle
20:00:00;710;Réelle
19:30:00;1372;Réelle
19:00:00;1928;Réelle
18:30:00;1716;Réelle
18:00:00;1284;Réelle
17:30:00;1640;Réelle
17:00:00;68;Réelle
16:30:00;90;Réelle
16:00:00;94;Réelle
15:30:00;106;Réelle
15:00:00;188;Réelle
14:30:00;226;Réelle
14:00:00;160;Réelle
13:30:00;236;Réelle
13:00:00;888;Réelle
12:30:00;428;Réelle
12:00:00;822;Réelle
11:30:00;1366;Réelle
11:00:00;798;Réelle
10:30:00;314;Réelle
10:00:00;1412;Réelle
09:30:00;128;Réelle
09:00:00;40;Réelle
08:30:00;58;Réelle
08:00:00;54;Réelle
07:30:00;42;Réelle
07:00:00;70;Réelle
06:30:00;42;Réelle
06:00:00;66;Réelle
05:30:00;56;Réelle
05:00:00;64;Réelle
04:30:00;80;Réelle
04:00:00;58;Réelle
03:30:00;90;Réelle
03:00:00;62;Réelle
02:30:00;80;Réelle
02:00:00;72;Réelle
01:30:00;76;Réelle
01:00:00;76;Réelle
00:30:00;62;Réelle

10/06/2023;;
00:00:00;138;Réelle
23:30:00;186;Réelle
23:00:00;276;Réelle
22:30:00;196;Réelle
22:00:00;134;Réelle
21:30:00;114;Réelle
21:00:00;76;Réelle
20:30:00;58;Réelle
20:00:00;88;Réelle
19:30:00;60;Réelle
19:00:00;76;Réelle
18:30:00;128;Réelle
18:00:00;150;Réelle
17:30:00;154;Réelle
17:00:00;114;Réelle
16:30:00;218;Réelle
16:00:00;1654;Réelle
15:30:00;876;Réelle
15:00:00;96;Réelle
14:30:00;48;Réelle
14:00:00;66;Réelle
13:30:00;40;Réelle
13:00:00;58;Réelle
12:30:00;48;Réelle
12:00:00;48;Réelle
11:30:00;64;Réelle
11:00:00;46;Réelle
10:30:00;68;Réelle
10:00:00;40;Réelle
09:30:00;58;Réelle
09:00:00;48;Réelle
08:30:00;52;Réelle
08:00:00;68;Réelle
07:30:00;48;Réelle
07:00:00;74;Réelle
06:30:00;52;Réelle
06:00:00;66;Réelle
05:30:00;66;Réelle
05:00:00;62;Réelle
04:30:00;102;Réelle
04:00:00;100;Réelle
03:30:00;94;Réelle
03:00:00;42;Réelle
02:30:00;70;Réelle
02:00:00;70;Réelle
01:30:00;168;Réelle
01:00:00;74;Réelle
00:30:00;430;Réelle

09/06/2023;;
00:00:00;74;Réelle
23:30:00;44;Réelle
23:00:00;62;Réelle
22:30:00;66;Réelle
22:00:00;62;Réelle
21:30:00;68;Réelle
21:00:00;38;Réelle
20:30:00;60;Réelle
20:00:00;48;Réelle
19:30:00;52;Réelle
19:00:00;90;Réelle
18:30:00;88;Réelle
18:00:00;112;Réelle
17:30:00;86;Réelle
17:00:00;116;Réelle
16:30:00;760;Réelle
16:00:00;188;Réelle
15:30:00;138;Réelle
15:00:00;124;Réelle
14:30:00;134;Réelle
14:00:00;46;Réelle
13:30:00;66;Réelle
13:00:00;88;Réelle
12:30:00;64;Réelle
12:00:00;96;Réelle
11:30:00;76;Réelle
11:00:00;112;Réelle
10:30:00;104;Réelle
10:00:00;152;Réelle
09:30:00;118;Réelle
09:00:00;60;Réelle
08:30:00;58;Réelle
08:00:00;52;Réelle
07:30:00;44;Réelle
07:00:00;54;Réelle
06:30:00;40;Réelle
06:00:00;56;Réelle
05:30:00;40;Réelle
05:00:00;58;Réelle
04:30:00;40;Réelle
04:00:00;58;Réelle
03:30:00;42;Réelle
03:00:00;60;Réelle
02:30:00;38;Réelle
02:00:00;64;Réelle
01:30:00;40;Réelle
01:00:00;64;Réelle
00:30:00;48;Réelle

08/06/2023;;
00:00:00;96;Réelle
23:30:00;538;Réelle
23:00:00;62;Réelle
22:30:00;40;Réelle
22:00:00;64;Réelle
21:30:00;40;Réelle
21:00:00;58;Réelle
20:30:00;44;Réelle
20:00:00;56;Réelle
19:30:00;46;Réelle
19:00:00;52;Réelle
18:30:00;48;Réelle
18:00:00;50;Réelle
17:30:00;50;Réelle
17:00:00;46;Réelle
16:30:00;54;Réelle
16:00:00;44;Réelle
15:30:00;54;Réelle
15:00:00;42;Réelle
14:30:00;56;Réelle
14:00:00;40;Réelle
13:30:00;58;Réelle
13:00:00;38;Réelle
12:30:00;60;Réelle
12:00:00;36;Réelle
11:30:00;60;Réelle
11:00:00;36;Réelle
10:30:00;62;Réelle
10:00:00;36;Réelle
09:30:00;68;Réelle
09:00:00;44;Réelle
08:30:00;66;Réelle
08:00:00;44;Réelle
07:30:00;56;Réelle
07:00:00;40;Réelle
06:30:00;54;Réelle
06:00:00;42;Réelle
05:30:00;50;Réelle
05:00:00;56;Réelle
04:30:00;42;Réelle
04:00:00;68;Réelle
03:30:00;44;Réelle
03:00:00;58;Réelle
02:30:00;58;Réelle
02:00:00;52;Réelle
01:30:00;82;Réelle
01:00:00;48;Réelle
00:30:00;66;Réelle

07/06/2023;;
00:00:00;92;Réelle
23:30:00;90;Réelle
23:00:00;124;Réelle
22:30:00;114;Réelle
22:00:00;104;Réelle
21:30:00;648;Réelle
21:00:00;216;Réelle
20:30:00;36;Réelle
20:00:00;58;Réelle
19:30:00;36;Réelle
19:00:00;60;Réelle
18:30:00;36;Réelle
18:00:00;58;Réelle
17:30:00;36;Réelle
17:00:00;58;Réelle
16:30:00;38;Réelle
16:00:00;58;Réelle
15:30:00;36;Réelle
15:00:00;58;Réelle
14:30:00;36;Réelle
14:00:00;58;Réelle
13:30:00;36;Réelle
13:00:00;60;Réelle
12:30:00;36;Réelle
12:00:00;60;Réelle
11:30:00;36;Réelle
11:00:00;60;Réelle
10:30:00;40;Réelle
10:00:00;66;Réelle
09:30:00;40;Réelle
09:00:00;58;Réelle
08:30:00;40;Réelle
08:00:00;68;Réelle
07:30:00;38;Réelle
07:00:00;54;Réelle
06:30:00;44;Réelle
06:00:00;46;Réelle
05:30:00;60;Réelle
05:00:00;38;Réelle
04:30:00;60;Réelle
04:00:00;46;Réelle
03:30:00;50;Réelle
03:00:00;68;Réelle
02:30:00;50;Réelle
02:00:00;78;Réelle
01:30:00;56;Réelle
01:00:00;82;Réelle
00:30:00;98;Réelle

06/06/2023;;
00:00:00;218;Réelle
23:30:00;86;Réelle
23:00:00;94;Réelle
22:30:00;108;Réelle
22:00:00;94;Réelle
21:30:00;216;Réelle
21:00:00;540;Réelle
20:30:00;144;Réelle
20:00:00;58;Réelle
19:30:00;74;Réelle
19:00:00;58;Réelle
18:30:00;60;Réelle
18:00:00;70;Réelle
17:30:00;50;Réelle
17:00:00;84;Réelle
16:30:00;44;Réelle
16:00:00;92;Réelle
15:30:00;44;Réelle
15:00:00;80;Réelle
14:30:00;58;Réelle
14:00:00;66;Réelle
13:30:00;76;Réelle
13:00:00;50;Réelle
12:30:00;84;Réelle
12:00:00;86;Réelle
11:30:00;88;Réelle
11:00:00;176;Réelle
10:30:00;74;Réelle
10:00:00;66;Réelle
09:30:00;64;Réelle
09:00:00;62;Réelle
08:30:00;52;Réelle
08:00:00;68;Réelle
07:30:00;162;Réelle
07:00:00;44;Réelle
06:30:00;50;Réelle
06:00:00;46;Réelle
05:30:00;48;Réelle
05:00:00;48;Réelle
04:30:00;46;Réelle
04:00:00;52;Réelle
03:30:00;48;Réelle
03:00:00;62;Réelle
02:30:00;46;Réelle
02:00:00;62;Réelle
01:30:00;60;Réelle
01:00:00;132;Réelle
00:30:00;138;Réelle

05/06/2023;;
00:00:00;168;Réelle
23:30:00;82;Réelle
23:00:00;122;Réelle
22:30:00;138;Réelle
22:00:00;94;Réelle
21:30:00;134;Réelle
21:00:00;166;Réelle
20:30:00;132;Réelle
20:00:00;82;Réelle
19:30:00;102;Réelle
19:00:00;100;Réelle
18:30:00;124;Réelle
18:00:00;222;Réelle
17:30:00;158;Réelle
17:00:00;150;Réelle
16:30:00;622;Réelle
16:00:00;138;Réelle
15:30:00;102;Réelle
15:00:00;82;Réelle
14:30:00;110;Réelle
14:00:00;228;Réelle
13:30:00;454;Réelle
13:00:00;100;Réelle
12:30:00;76;Réelle
12:00:00;128;Réelle
11:30:00;100;Réelle
11:00:00;106;Réelle
10:30:00;118;Réelle
10:00:00;78;Réelle
09:30:00;120;Réelle
09:00:00;50;Réelle
08:30:00;44;Réelle
08:00:00;58;Réelle
07:30:00;36;Réelle
07:00:00;72;Réelle
06:30:00;32;Réelle
06:00:00;74;Réelle
05:30:00;86;Réelle
05:00:00;158;Réelle
04:30:00;64;Réelle
04:00:00;62;Réelle
03:30:00;60;Réelle
03:00:00;32;Réelle
02:30:00;66;Réelle
02:00:00;38;Réelle
01:30:00;52;Réelle
01:00:00;66;Réelle
00:30:00;32;Réelle

04/06/2023;;
00:00:00;82;Réelle
23:30:00;90;Réelle
23:00:00;78;Réelle
22:30:00;120;Réelle
22:00:00;408;Réelle
21:30:00;920;Réelle
21:00:00;1678;Réelle
20:30:00;2326;Réelle
20:00:00;914;Réelle
19:30:00;36;Réelle
19:00:00;64;Réelle
18:30:00;46;Réelle
18:00:00;60;Réelle
17:30:00;64;Réelle
17:00:00;66;Réelle
16:30:00;118;Réelle
16:00:00;120;Réelle
15:30:00;68;Réelle
15:00:00;76;Réelle
14:30:00;38;Réelle
14:00:00;62;Réelle
13:30:00;42;Réelle
13:00:00;52;Réelle
12:30:00;58;Réelle
12:00:00;62;Réelle
11:30:00;88;Réelle
11:00:00;80;Réelle
10:30:00;128;Réelle
10:00:00;130;Réelle
09:30:00;106;Réelle
09:00:00;78;Réelle
08:30:00;50;Réelle
08:00:00;74;Réelle
07:30:00;42;Réelle
07:00:00;74;Réelle
06:30:00;48;Réelle
06:00:00;66;Réelle
05:30:00;58;Réelle
05:00:00;58;Réelle
04:30:00;76;Réelle
04:00:00;54;Réelle
03:30:00;82;Réelle
03:00:00;52;Réelle
02:30:00;80;Réelle
02:00:00;64;Réelle
01:30:00;80;Réelle
01:00:00;82;Réelle
00:30:00;84;Réelle

03/06/2023;;
00:00:00;148;Réelle
23:30:00;142;Réelle
23:00:00;226;Réelle
22:30:00;268;Réelle
22:00:00;1118;Réelle
21:30:00;184;Réelle
21:00:00;86;Réelle
20:30:00;58;Réelle
20:00:00;30;Réelle
19:30:00;56;Réelle
19:00:00;50;Réelle
18:30:00;36;Réelle
18:00:00;60;Réelle
17:30:00;32;Réelle
17:00:00;68;Réelle
16:30:00;102;Réelle
16:00:00;152;Réelle
15:30:00;224;Réelle
15:00:00;382;Réelle
14:30:00;1670;Réelle
14:00:00;102;Réelle
13:30:00;122;Réelle
13:00:00;112;Réelle
12:30:00;140;Réelle
12:00:00;60;Réelle
11:30:00;78;Réelle
11:00:00;70;Réelle
10:30:00;66;Réelle
10:00:00;92;Réelle
09:30:00;42;Réelle
09:00:00;64;Réelle
08:30:00;42;Réelle
08:00:00;54;Réelle
07:30:00;38;Réelle
07:00:00;58;Réelle
06:30:00;38;Réelle
06:00:00;62;Réelle
05:30:00;76;Réelle
05:00:00;166;Réelle
04:30:00;60;Réelle
04:00:00;56;Réelle
03:30:00;54;Réelle
03:00:00;46;Réelle
02:30:00;36;Réelle
02:00:00;56;Réelle
01:30:00;28;Réelle
01:00:00;78;Réelle
00:30:00;72;Réelle

02/06/2023;;
00:00:00;92;Réelle
23:30:00;104;Réelle
23:00:00;88;Réelle
22:30:00;40;Réelle
22:00:00;54;Réelle
21:30:00;44;Réelle
21:00:00;40;Réelle
20:30:00;58;Réelle
20:00:00;26;Réelle
19:30:00;58;Réelle
19:00:00;36;Réelle
18:30:00;80;Réelle
18:00:00;228;Réelle
17:30:00;124;Réelle
17:00:00;86;Réelle
16:30:00;56;Réelle
16:00:00;92;Réelle
15:30:00;60;Réelle
15:00:00;552;Réelle
14:30:00;160;Réelle
14:00:00;92;Réelle
13:30:00;94;Réelle
13:00:00;94;Réelle
12:30:00;110;Réelle
12:00:00;306;Réelle
11:30:00;830;Réelle
11:00:00;76;Réelle
10:30:00;84;Réelle
10:00:00;572;Réelle
09:30:00;90;Réelle
09:00:00;28;Réelle
08:30:00;58;Réelle
08:00:00;48;Réelle
07:30:00;48;Réelle
07:00:00;56;Réelle
06:30:00;32;Réelle
06:00:00;64;Réelle
05:30:00;32;Réelle
05:00:00;70;Réelle
04:30:00;34;Réelle
04:00:00;74;Réelle
03:30:00;34;Réelle
03:00:00;82;Réelle
02:30:00;60;Réelle
02:00:00;114;Réelle
01:30:00;98;Réelle
01:00:00;112;Réelle
00:30:00;118;Réelle

01/06/2023;;
00:00:00;146;Réelle
23:30:00;150;Réelle
23:00:00;166;Réelle
22:30:00;148;Réelle
22:00:00;80;Réelle
21:30:00;992;Réelle
21:00:00;44;Réelle
20:30:00;40;Réelle
20:00:00;56;Réelle
19:30:00;30;Réelle
19:00:00;56;Réelle
18:30:00;32;Réelle
18:00:00;52;Réelle
17:30:00;46;Réelle
17:00:00;40;Réelle
16:30:00;56;Réelle
16:00:00;28;Réelle
15:30:00;58;Réelle
15:00:00;32;Réelle
14:30:00;50;Réelle
14:00:00;48;Réelle
13:30:00;38;Réelle
13:00:00;56;Réelle
12:30:00;28;Réelle
12:00:00;60;Réelle
11:30:00;46;Réelle
11:00:00;62;Réelle
10:30:00;58;Réelle
10:00:00;52;Réelle
09:30:00;74;Réelle
09:00:00;36;Réelle
08:30:00;56;Réelle
08:00:00;34;Réelle
07:30:00;66;Réelle
07:00:00;206;Réelle
06:30:00;50;Réelle
06:00:00;68;Réelle
05:30:00;48;Réelle
05:00:00;78;Réelle
04:30:00;46;Réelle
04:00:00;82;Réelle
03:30:00;48;Réelle
03:00:00;82;Réelle
02:30:00;82;Réelle
02:00:00;192;Réelle
01:30:00;72;Réelle
01:00:00;72;Réelle
00:30:00;76;Réelle

31/05/2023;;
00:00:00;54;Réelle
23:30:00;192;Réelle
23:00:00;70;Réelle
22:30:00;94;Réelle
22:00:00;66;Réelle
21:30:00;62;Réelle
21:00:00;62;Réelle
20:30:00;86;Réelle
20:00:00;126;Réelle
19:30:00;70;Réelle
19:00:00;90;Réelle
18:30:00;60;Réelle
18:00:00;82;Réelle
17:30:00;84;Réelle
17:00:00;90;Réelle
16:30:00;56;Réelle
16:00:00;88;Réelle
15:30:00;78;Réelle
15:00:00;72;Réelle
14:30:00;116;Réelle
14:00:00;66;Réelle
13:30:00;76;Réelle
13:00:00;102;Réelle
12:30:00;402;Réelle
12:00:00;1894;Réelle
11:30:00;96;Réelle
11:00:00;90;Réelle
10:30:00;96;Réelle
10:00:00;92;Réelle
09:30:00;76;Réelle
09:00:00;92;Réelle
08:30:00;74;Réelle
08:00:00;72;Réelle
07:30:00;78;Réelle
07:00:00;68;Réelle
06:30:00;44;Réelle
06:00:00;36;Réelle
05:30:00;58;Réelle
05:00:00;32;Réelle
04:30:00;48;Réelle
04:00:00;58;Réelle
03:30:00;64;Réelle
03:00:00;38;Réelle
02:30:00;66;Réelle
02:00:00;60;Réelle
01:30:00;48;Réelle
01:00:00;82;Réelle
00:30:00;46;Réelle

30/05/2023;;
00:00:00;112;Réelle
23:30:00;110;Réelle
23:00:00;134;Réelle
22:30:00;164;Réelle
22:00:00;296;Réelle
21:30:00;208;Réelle
21:00:00;194;Réelle
20:30:00;58;Réelle
20:00:00;34;Réelle
19:30:00;44;Réelle
19:00:00;58;Réelle
18:30:00;28;Réelle
18:00:00;50;Réelle
17:30:00;128;Réelle
17:00:00;56;Réelle
16:30:00;32;Réelle
16:00:00;66;Réelle
15:30:00;66;Réelle
15:00:00;42;Réelle
14:30:00;72;Réelle
14:00:00;76;Réelle
13:30:00;74;Réelle
13:00:00;120;Réelle
12:30:00;98;Réelle
12:00:00;42;Réelle
11:30:00;68;Réelle
11:00:00;52;Réelle
10:30:00;46;Réelle
10:00:00;64;Réelle
09:30:00;22;Réelle
09:00:00;68;Réelle
08:30:00;38;Réelle
08:00:00;74;Réelle
07:30:00;214;Réelle
07:00:00;188;Réelle
06:30:00;72;Réelle
06:00:00;70;Réelle
05:30:00;64;Réelle
05:00:00;62;Réelle
04:30:00;52;Réelle
04:00:00;38;Réelle
03:30:00;62;Réelle
03:00:00;44;Réelle
02:30:00;46;Réelle
02:00:00;66;Réelle
01:30:00;64;Réelle
01:00:00;48;Réelle
00:30:00;52;Réelle

29/05/2023;;
00:00:00;84;Réelle
23:30:00;32;Réelle
23:00:00;70;Réelle
22:30:00;40;Réelle
22:00:00;62;Réelle
21:30:00;60;Réelle
21:00:00;70;Réelle
20:30:00;72;Réelle
20:00:00;54;Réelle
19:30:00;82;Réelle
19:00:00;50;Réelle
18:30:00;96;Réelle
18:00:00;48;Réelle
17:30:00;104;Réelle
17:00:00;64;Réelle
16:30:00;144;Réelle
16:00:00;202;Réelle
15:30:00;152;Réelle
15:00:00;160;Réelle
14:30:00;108;Réelle
14:00:00;90;Réelle
13:30:00;64;Réelle
13:00:00;208;Réelle
12:30:00;40;Réelle
12:00:00;110;Réelle
11:30:00;42;Réelle
11:00:00;106;Réelle
10:30:00;46;Réelle
10:00:00;108;Réelle
09:30:00;94;Réelle
09:00:00;190;Réelle
08:30:00;150;Réelle
08:00:00;106;Réelle
07:30:00;90;Réelle
07:00:00;82;Réelle
06:30:00;102;Réelle
06:00:00;126;Réelle
05:30:00;112;Réelle
05:00:00;200;Réelle
04:30:00;118;Réelle
04:00:00;128;Réelle
03:30:00;78;Réelle
03:00:00;106;Réelle
02:30:00;106;Réelle
02:00:00;90;Réelle
01:30:00;114;Réelle
01:00:00;116;Réelle
00:30:00;134;Réelle

28/05/2023;;
00:00:00;116;Réelle
23:30:00;186;Réelle
23:00:00;186;Réelle
22:30:00;334;Réelle
22:00:00;190;Réelle
21:30:00;192;Réelle
21:00:00;206;Réelle
20:30:00;296;Réelle
20:00:00;848;Réelle
19:30:00;2684;Réelle
19:00:00;872;Réelle
18:30:00;74;Réelle
18:00:00;52;Réelle
17:30:00;86;Réelle
17:00:00;42;Réelle
16:30:00;96;Réelle
16:00:00;44;Réelle
15:30:00;108;Réelle
15:00:00;72;Réelle
14:30:00;176;Réelle
14:00:00;106;Réelle
13:30:00;92;Réelle
13:00:00;328;Réelle
12:30:00;1928;Réelle
12:00:00;1442;Réelle
11:30:00;700;Réelle
11:00:00;58;Réelle
10:30:00;114;Réelle
10:00:00;68;Réelle
09:30:00;108;Réelle
09:00:00;82;Réelle
08:30:00;184;Réelle
08:00:00;84;Réelle
07:30:00;88;Réelle
07:00:00;48;Réelle
06:30:00;52;Réelle
06:00:00;70;Réelle
05:30:00;54;Réelle
05:00:00;84;Réelle
04:30:00;58;Réelle
04:00:00;104;Réelle
03:30:00;62;Réelle
03:00:00;110;Réelle
02:30:00;610;Réelle
02:00:00;388;Réelle
01:30:00;300;Réelle
01:00:00;694;Réelle
00:30:00;890;Réelle

27/05/2023;;
00:00:00;1126;Réelle
23:30:00;392;Réelle
23:00:00;308;Réelle
22:30:00;1464;Réelle
22:00:00;1864;Réelle
21:30:00;866;Réelle
21:00:00;244;Réelle
20:30:00;46;Réelle
20:00:00;70;Réelle
19:30:00;52;Réelle
19:00:00;54;Réelle
18:30:00;60;Réelle
18:00:00;44;Réelle
17:30:00;26;Réelle
17:00:00;54;Réelle
16:30:00;50;Réelle
16:00:00;20;Réelle
15:30:00;54;Réelle
15:00:00;56;Réelle
14:30:00;22;Réelle
14:00:00;44;Réelle
13:30:00;56;Réelle
13:00:00;40;Réelle
12:30:00;54;Réelle
12:00:00;58;Réelle
11:30:00;32;Réelle
11:00:00;38;Réelle
10:30:00;82;Réelle
10:00:00;86;Réelle
09:30:00;342;Réelle
09:00:00;144;Réelle
08:30:00;402;Réelle
08:00:00;162;Réelle
07:30:00;60;Réelle
07:00:00;54;Réelle
06:30:00;56;Réelle
06:00:00;36;Réelle
05:30:00;40;Réelle
05:00:00;56;Réelle
04:30:00;30;Réelle
04:00:00;44;Réelle
03:30:00;88;Réelle
03:00:00;120;Réelle
02:30:00;194;Réelle
02:00:00;274;Réelle
01:30:00;1212;Réelle
01:00:00;90;Réelle
00:30:00;82;Réelle

26/05/2023;;
00:00:00;52;Réelle
23:30:00;84;Réelle
23:00:00;64;Réelle
22:30:00;40;Réelle
22:00:00;68;Réelle
21:30:00;48;Réelle
21:00:00;36;Réelle
20:30:00;56;Réelle
20:00:00;34;Réelle
19:30:00;42;Réelle
19:00:00;56;Réelle
18:30:00;26;Réelle
18:00:00;56;Réelle
17:30:00;44;Réelle
17:00:00;44;Réelle
16:30:00;64;Réelle
16:00:00;34;Réelle
15:30:00;74;Réelle
15:00:00;94;Réelle
14:30:00;150;Réelle
14:00:00;62;Réelle
13:30:00;60;Réelle
13:00:00;58;Réelle
12:30:00;34;Réelle
12:00:00;62;Réelle
11:30:00;38;Réelle
11:00:00;70;Réelle
10:30:00;50;Réelle
10:00:00;60;Réelle
09:30:00;64;Réelle
09:00:00;48;Réelle
08:30:00;74;Réelle
08:00:00;56;Réelle
07:30:00;76;Réelle
07:00:00;46;Réelle
06:30:00;58;Réelle
06:00:00;78;Réelle
05:30:00;58;Réelle
05:00:00;60;Réelle
04:30:00;78;Réelle
04:00:00;92;Réelle
03:30:00;62;Réelle
03:00:00;90;Réelle
02:30:00;82;Réelle
02:00:00;80;Réelle
01:30:00;80;Réelle
01:00:00;76;Réelle
00:30:00;90;Réelle

25/05/2023;;
00:00:00;2094;Réelle
23:30:00;482;Réelle
23:00:00;42;Réelle
22:30:00;70;Réelle
22:00:00;38;Réelle
21:30:00;40;Réelle
21:00:00;54;Réelle
20:30:00;20;Réelle
20:00:00;54;Réelle
19:30:00;40;Réelle
19:00:00;34;Réelle
18:30:00;54;Réelle
18:00:00;26;Réelle
17:30:00;46;Réelle
17:00:00;48;Réelle
16:30:00;26;Réelle
16:00:00;56;Réelle
15:30:00;32;Réelle
15:00:00;40;Réelle
14:30:00;54;Réelle
14:00:00;22;Réelle
13:30:00;52;Réelle
13:00:00;42;Réelle
12:30:00;32;Réelle
12:00:00;56;Réelle
11:30:00;26;Réelle
11:00:00;44;Réelle
10:30:00;58;Réelle
10:00:00;32;Réelle
09:30:00;56;Réelle
09:00:00;34;Réelle
08:30:00;40;Réelle
08:00:00;58;Réelle
07:30:00;26;Réelle
07:00:00;54;Réelle
06:30:00;38;Réelle
06:00:00;36;Réelle
05:30:00;56;Réelle
05:00:00;22;Réelle
04:30:00;52;Réelle
04:00:00;42;Réelle
03:30:00;34;Réelle
03:00:00;64;Réelle
02:30:00;24;Réelle
02:00:00;64;Réelle
01:30:00;72;Réelle
01:00:00;180;Réelle
00:30:00;96;Réelle

24/05/2023;;
00:00:00;96;Réelle
23:30:00;132;Réelle
23:00:00;56;Réelle
22:30:00;78;Réelle
22:00:00;70;Réelle
21:30:00;42;Réelle
21:00:00;848;Réelle
20:30:00;54;Réelle
20:00:00;36;Réelle
19:30:00;58;Réelle
19:00:00;26;Réelle
18:30:00;50;Réelle
18:00:00;50;Réelle
17:30:00;26;Réelle
17:00:00;58;Réelle
16:30:00;36;Réelle
16:00:00;40;Réelle
15:30:00;56;Réelle
15:00:00;26;Réelle
14:30:00;52;Réelle
14:00:00;46;Réelle
13:30:00;34;Réelle
13:00:00;64;Réelle
12:30:00;28;Réelle
12:00:00;58;Réelle
11:30:00;70;Réelle
11:00:00;162;Réelle
10:30:00;56;Réelle
10:00:00;56;Réelle
09:30:00;60;Réelle
09:00:00;44;Réelle
08:30:00;46;Réelle
08:00:00;68;Réelle
07:30:00;28;Réelle
07:00:00;60;Réelle
06:30:00;48;Réelle
06:00:00;32;Réelle
05:30:00;56;Réelle
05:00:00;38;Réelle
04:30:00;42;Réelle
04:00:00;60;Réelle
03:30:00;26;Réelle
03:00:00;54;Réelle
02:30:00;58;Réelle
02:00:00;36;Réelle
01:30:00;68;Réelle
01:00:00;52;Réelle
00:30:00;30;Réelle

23/05/2023;;
00:00:00;60;Réelle
23:30:00;36;Réelle
23:00:00;46;Réelle
22:30:00;66;Réelle
22:00:00;38;Réelle
21:30:00;86;Réelle
21:00:00;58;Réelle
20:30:00;74;Réelle
20:00:00;82;Réelle
19:30:00;80;Réelle
19:00:00;74;Réelle
18:30:00;426;Réelle
18:00:00;80;Réelle
17:30:00;54;Réelle
17:00:00;64;Réelle
16:30:00;60;Réelle
16:00:00;36;Réelle
15:30:00;66;Réelle
15:00:00;44;Réelle
14:30:00;52;Réelle
14:00:00;64;Réelle
13:30:00;38;Réelle
13:00:00;68;Réelle
12:30:00;46;Réelle
12:00:00;54;Réelle
11:30:00;66;Réelle
11:00:00;36;Réelle
10:30:00;74;Réelle
10:00:00;58;Réelle
09:30:00;52;Réelle
09:00:00;66;Réelle
08:30:00;50;Réelle
08:00:00;72;Réelle
07:30:00;44;Réelle
07:00:00;46;Réelle
06:30:00;60;Réelle
06:00:00;30;Réelle
05:30:00;50;Réelle
05:00:00;52;Réelle
04:30:00;30;Réelle
04:00:00;62;Réelle
03:30:00;40;Réelle
03:00:00;52;Réelle
02:30:00;60;Réelle
02:00:00;42;Réelle
01:30:00;84;Réelle
01:00:00;174;Réelle
00:30:00;100;Réelle

22/05/2023;;
00:00:00;78;Réelle
23:30:00;82;Réelle
23:00:00;82;Réelle
22:30:00;62;Réelle
22:00:00;84;Réelle
21:30:00;88;Réelle
21:00:00;482;Réelle
20:30:00;146;Réelle
20:00:00;76;Réelle
19:30:00;50;Réelle
19:00:00;66;Réelle
18:30:00;40;Réelle
18:00:00;56;Réelle
17:30:00;62;Réelle
17:00:00;34;Réelle
16:30:00;66;Réelle
16:00:00;48;Réelle
15:30:00;48;Réelle
15:00:00;68;Réelle
14:30:00;32;Réelle
14:00:00;62;Réelle
13:30:00;54;Réelle
13:00:00;42;Réelle
12:30:00;66;Réelle
